"store_id","star_store","star_phone","zip_code","star_address"
"TW_10125","星巴克亞東門市YaDong","02-8967-6556","220","220新北市板橋區南雅南路二段21號"
"TW_10126","星巴克新站遠百","02-2959-2768","220","220新北市板橋區新站路28號"
"TW_10127","星巴克板橋大遠百門市","02-29643733","220","220新北市板橋區新站路28號2樓"
"TW_10128","星巴克板橋萬板門市","02-22578224","220","220新北市板橋區萬板路32號"
"TW_10129","星巴克板橋車站門市BanqiaoMainStation","02-8969-3356","220","220新北市板橋區縣民大道二段7號"
"TW_10130","星巴克板站捷運門市","02-89693768","220","220新北市板橋區縣民大道二段7號B1 (捷運3A出口)"
"TW_10131","星巴克板雙門市BanShuang","02-2253-1610","220","220新北市板橋區雙十路二段193號"
"TW_10132","星巴克汐止大同門市","02-86921206","221","221新北市汐止區大同路2段500號"
"TW_10133","星巴克汐止湖前門市","02-26948900","221","221新北市汐止區湖前街78 & 80號"
"TW_10134","星巴克東科門市FarEastWorld","02-2696-1269","221","221新北市汐止區新台五路一段94號"
"TW_10135","星巴克新店中正門市","02-29182113","231","231新北市新店區中正路265號"
"TW_10136","星巴克新中門市XinZhong","02-8919-9008","231","231新北市新店區中興路三段3號"
"TW_10137","星巴克新店門市XinDian","02-8911-0996","231","231新北市新店區北新路一段305號"
"TW_10138","星巴克北新門市BeiXin","02-2910-6121","231","231新北市新店區民權路27號"
"TW_10139","星巴克新店建國門市","02-2916-1358","231","231新北市新店區民權路78號"
"TW_10140","星巴克慈濟門市TzuChi","02-8219-2279","231","231新北市新店區建國路289號"
"TW_10141","星巴克永和中正門市","02-29486496","234","234新北市永和區中正路312號"
"TW_10142","星巴克雙和門市ShuangHe","02-8231-5476","234","234新北市永和區太平洋百貨中山路一段240號"
"TW_10143","星巴克永和愛買門市","02-2943-3767","234","234新北市永和區民生路46巷50號"
"TW_10144","星巴克永和頂溪門市","02-29230670","234","234新北市永和區永和路二段181號"
"TW_10145","星巴克永和永安YongheAnle","028921-5223","234","234新北市永和區安樂路248-7號"
"TW_10146","星巴克竹林門市ZhuLin","02-2921-2560","234","234新北市永和區竹林路222-1號"
"TW_10147","星巴克雙和醫院門市","02-2245-9145","235","235新北市中和區中正路291號"
"TW_10148","星巴克立言門市LiYan","02-2226-1773","235","235新北市中和區中正路866號"
"TW_10149","星巴克南勢角門市","02-86682361","235","235新北市中和區和平街1號"
"TW_10150","星巴克中科門市FarEastCenturyPark","02-8226-3573","235","235新北市中和區建一路152號"
"TW_10151","星巴克中和遠科門市","02-8227-8012","235","235新北市中和區連城路268號"
"TW_10152","星巴克環球門市GlobalMall","02-3234-0635","235","235新北市中和區環球購物中心中山路三段122號"
"TW_10153","星巴克土城金城門市","02-2264-3619","236","236新北市土城區金城路三段11號1樓"
"TW_10154","星巴克土城門市TuCheng","02-8273-2039","236","236新北市土城區家樂福青雲路152號"
"TW_10155","星巴克三峽學成門市","02-35012834","237","237新北市三峽區學成路317號"
"TW_10156","星巴克樹林中山","02-86755269","238","238新北市樹林區中山路一段157號 (近立人街口)"
"TW_10157","星巴克學勤北大門市","02-3501-7929","238","238新北市樹林區家樂福北大店大雅路288號"
"TW_10158","星巴克三重三和門市","02-8283-9371","241","241新北市三重區三和路四段388-2號"
"TW_10159","星巴克湯城門市TangCheng","02-2278-9975","241","241新北市三重區三重湯城廣場重新路五段609巷10號"
"TW_10160","星巴克三重門市SanChong","02-2984-5409","241","241新北市三重區正義北路13號"
"TW_10161","星巴克三重正義門市","02-2984-2977","241","241新北市三重區正義北路140號"
"TW_10162","星巴克二重門市ErChong","02-8512-4050","241","241新北市三重區家樂福重新路五段654號"
"TW_10163","星巴克重陽集賢門市","02-2857-2591","241","241新北市三重區集賢路137號"
"TW_10164","星巴克三重菜寮門市","02-89853087","241","241新北市三重區新北大道1段6號"
"TW_10165","星巴克新莊中正門市XinzhuangZhongzheng","02-2994-7998","242","242新北市新莊區中正路178號"
"TW_10166","星巴克新莊門市XinZhuang","02-2998-4957","242","242新北市新莊區幸福路763-3號"
"TW_10167","星巴克MITSUI門市","02-26069536","244","244新北市林口區文化三路一段356號"
"TW_10168","星巴克林口文化三門市","02-26068655","244","244新北市林口區文化三路一段359 號"
"TW_10169","星巴克文化門市WenHua","02-2602-5026","244","244新北市林口區家樂福林口店文化二路一段551號"
"TW_10170","星巴克蘆洲三民門市","02-28485279","247","247新北市蘆洲區三民路120號"
"TW_10171","星巴克蘆洲長榮門市","02-82863554","247","247新北市蘆洲區長榮路418號1樓"
"TW_10172","星巴克淡海門市","02-26226701","251","251新北市淡水區中山北路二段183號1樓"
"TW_10173","星巴克河岸門市Riverside","02-2625-3320","251","251新北市淡水區中正路205號"
"TW_10174","星巴克淡水門市DanSui","02-2625-5399","251","251新北市淡水區公明街89號"
"TW_10175","星巴克竹圍門市ZhuWei","02-8809-7355","251","251新北市淡水區民權路42號"
"TW_10176","星巴克漁人碼頭門市","02-2805-1113","251","251新北市淡水區觀海路91號"
"TW_10177","星巴克青埔華泰","03-2870084","320","320桃園市中壢區春德路189號 1樓"
"TW_10178","星巴克中壢海華","03-427-0047","320","320桃園縣中壢市九和二街11號"
"TW_10179","星巴克復興門市FuXing","03-280-4279","320","320桃園縣中壢市中山路138號"
"TW_10180","星巴克中原大學","03-4667601","320","320桃園縣中壢市中北路200號"
"TW_10181","星巴克中壢大江門市(大江國際購物中心內)","03-468-0130","320","320桃園縣中壢市中園路二段509號1樓"
"TW_10182","星巴克中壢元化門市","03-426-0162","320","320桃園縣中壢市元化路305號"
"TW_10183","星巴克內壢門市NeiLi","03-461-1770","320","320桃園縣中壢市家樂福中華路一段450號"
"TW_10184","星巴克青埔門市","03-263-5299","320","320桃園縣中壢市高速鐵路高鐵北路一段6號"
"TW_10185","星巴克大有三越門市","03-3314825","330","330桃園市桃園區大有路189號1樓"
"TW_10186","星巴克桃興門市TaoXing","03-301-6316","330","330桃園市桃園區大興西路二段76巷6號(桃園醫mall醫療中心)"
"TW_10187","星巴克桃愛門市GeantTaoyuan","03-378-0838","330","330桃園市桃園區中山路939號(愛買購物中心內)"
"TW_10188","星巴克桃園台鐵門市","03-3679014","330","330桃園市桃園區中正路1號2樓"
"TW_10189","星巴克桃園遠百門市FE21Taoyuan-B1","03-3321938","330","330桃園市桃園區中正路20號B1"
"TW_10190","星巴克桃園成功門市","03-3478230","330","330桃園市桃園區成功路一段2號"
"TW_10191","星巴克桃園復興FuxingTaoyuan","03331-1608","330","330桃園市桃園區復興路186號1F"
"TW_10192","星巴克經國門市JingGuo","03-346-6137","330","330桃園市桃園區經國路369號1樓(家樂福一樓)"
"TW_10193","星巴克經國二門市","03-3461905","330","330桃園市桃園區經國路737號"
"TW_10194","星巴克桃園縣府門市TaoyuanXianfu","03331-6833","330","330桃園市桃園區縣府路116號1F"
"TW_10195","星巴克廣達門市Quanta","03-318-5272","333","333桃園縣龜山鄉文化二路211號"
"TW_10196","星巴克林口門市LinKou","03-327-7817","333","333桃園縣龜山鄉復興一路202號"
"TW_10197","星巴克龜山復興門市1FuXingCGMHospital","03-318-4610","333","333桃園縣龜山鄉復興北路1號"
"TW_10198","星巴克八德桃大門市","03-3648188","334","334桃園市八德區金和路35號"
"TW_10199","星巴克大溪門市","03-387-8327","335","335桃園縣大溪鎮慈湖路49及51號"
"TW_10200","星巴克大園門市","03-3864842","337","337桃園市大園區中正東路 232號"
"TW_10201","星巴克一航廈3F門市","03-3834802","337","337桃園市大園區埔心村航站南路15號3樓"
"TW_10202","星巴克二航管制區","03-393-2426","337","337桃園縣大園鄉航站南路9號"
"TW_10203","星巴克二航廈B2門市","03-393-1657","337","337桃園縣大園鄉航站南路9號(二航廈B2)"
"TW_10204","星巴克南崁特力門市","03-212-3901","338","338桃園縣蘆竹鄉中正路1號"
"TW_10205","星巴克桃園台茂門市TaiMall","03-311-2960","338","338桃園縣蘆竹鄉台茂購物中心南崁路一段112號"
"TW_10206","星巴克南崁門市","03-2120-568","338","338桃園縣蘆竹鄉南山路一段2-5號"
"TW_10207","星巴克新竹竹光門市","03-5241154","300","300新竹市北區西大路687號"
"TW_10208","星巴克台積電門市TSMC","03-567-0925","300","300新竹市東區力行六路8號"
"TW_10209","星巴克新竹巨城","03-515-2906","300","300新竹市東區中央路229號"
"TW_10210","星巴克新竹中正門市","03-525-0455","300","300新竹市東區中正路2號"
"TW_10211","星巴克介壽門市JieShou","03-666-7446","300","300新竹市東區介壽路47號"
"TW_10212","星巴克新竹北大門市","03-531-8292","300","300新竹市東區北大路109 號 "
"TW_10213","星巴克新竹站前","03-5283861","300","300新竹市東區民族路2 號 (SOGO百貨)"
"TW_10214","星巴克清大門市QingDa","03-573-0815","300","300新竹市東區光復路二段344號"
"TW_10215","星巴克西大門市XiDa","03-527-7126","300","300新竹市東區西大路323號1樓"
"TW_10216","星巴克東門門市","03-524-4236","300","300新竹市東區東門街47號"
"TW_10217","星巴克研新門市","03-578-5032","300","300新竹市東區研新二路6號"
"TW_10218","星巴克台積電12P7門市","03-5679372","300","300新竹市東區科學園區園區二路188號"
"TW_10219","星巴克台積電P4門市","03-579-5983","300","300新竹市東區園區二路168號"
"TW_10220","星巴克聯發科門市","03-6687104","300","300新竹市東區篤行一路1號 (新竹科學工業園區)"
"TW_10221","星巴克新竹日光門市","03-668-6823","300","300新竹市東區關新路38號"
"TW_10222","星巴克竹北文興門市","03-668-5826","302","302新竹縣竹北市文興路一段186號"
"TW_10223","星巴克台元二門市","03-5601780","302","302新竹縣竹北市台元一街2號"
"TW_10224","星巴克台元門市","03-560-0516","302","302新竹縣竹北市台元街34號"
"TW_10225","星巴克新竹北門市","03-558-8422","302","302新竹縣竹北市光明一路372號"
"TW_10226","星巴克竹北光明門市","03-550-4218","302","302新竹縣竹北市光明六路東一段316號"
"TW_10227","星巴克六家門市","03-611-9866","302","302新竹縣竹北市高鐵七路6號"
"TW_10228","星巴克園區門市","03-6662818","308","308新竹市北區新竹科學工業園區研新一路9號1樓"
"TW_10229","星巴克頭份尚順","037-597362","351","351苗栗縣頭份鎮中央路105號1F"
"TW_10230","星巴克苗栗高鐵門市","03-7248195","356","356苗栗縣後龍鎮新港三路268號"
"TW_10231","星巴克西湖休息站門市","037-920-287","368","368苗栗縣西湖鄉湖東村8鄰埔頂29號"
"TW_10232","星巴克台中新時代門市","04-2220-8778","401","401台中市東區新時代購物中心復興路四段186號"
"TW_10233","星巴克國資圖門市","04-2263-7503","402","402台中市南區五權南路100號"
"TW_10234","星巴克文心大慶門市","04-22654607","402","402台中市南區文心南路542號"
"TW_10235","星巴克中港門市ZhongGang","04-2319-8566","403","403台中市西區中港路一段235號"
"TW_10236","星巴克五權門市","04-2378-3360","403","403台中市西區五權西路一段277號"
"TW_10237","星巴克園道門市","04-2326-4692","403","403台中市西區公益路68號"
"TW_10238","星巴克台中金典","04-2326-5558","403","403台中市西區健行路1049號"
"TW_10239","星巴克廣三SOGO門市SOGOTaichung","04-2328-9046","403","403台中市西區廣三SOGO中港路一段299號"
"TW_10240","星巴克中友門市ZhongYou","04-2223-5596","404","404台中市北區中友百貨C棟三民路三段161號"
"TW_10241","星巴克中醫門市","04-2207-0992","404","404台中市北區育德路2號"
"TW_10242","星巴克崇漢門市ChongHan","04-2238-7463","404","404台中市北區漢口路四段395號"
"TW_10243","星巴克中醫二門市","04-2233-8477","404","404台中市北區學士路2號"
"TW_10244","星巴克松竹","04-22475532","406","406台中市北屯區松竹路二段350、352號"
"TW_10245","星巴克軍功東山JungongDongshan","04-2436-4213","406","406台中市北屯區軍功路一段720號"
"TW_10246","星巴克崇德門市ChongDe","04-2422-3751","406","406台中市北屯區崇德路三段181號"
"TW_10247","星巴克崇德昌平門市","04-2422-9825","406","406台中市北屯區崇德路三段398號"
"TW_10248","星巴克台中友達門市","04-2463-9266","407","407台中市西屯區中科路1號"
"TW_10249","星巴克中榮門市VGHospitalTaichung","04-2355-3472","407","407台中市西屯區中港路三段160號"
"TW_10250","星巴克裕元門市","04-2463-6183","407","407台中市西屯區台中港路三段78-3號"
"TW_10251","星巴克台中三越11門市","04-22515371","407","407台中市西屯區台灣大道三段301號11樓"
"TW_10252","星巴克市政門市","04-22583701","407","407台中市西屯區市政路581號"
"TW_10253","星巴克西屯中科門市XiTunTaichung","04-2461-7428","407","407台中市西屯區西屯路三段279號"
"TW_10254","星巴克河南青海門市HenanQinghai","04-2452-8026","407","407台中市西屯區河南路二段431號"
"TW_10255","星巴克朝富門市","04-2251-1366","407","407台中市西屯區朝富路83號"
"TW_10256","星巴克三越一店門市Mitsukoshi1","04-2259-8755","407","407台中市西屯區新光三越中港路二段111號"
"TW_10257","星巴克新國門市XinGuo","04-2252-2475","407","407台中市西屯區新國自在購物中心市政北一路1號"
"TW_10258","星巴克福康門市FuKang","04-2463-4658","407","407台中市西屯區福康路1號"
"TW_10259","星巴克台中遠百門市","04-22522893","407","407台中市西屯區臺灣大道三段251號11樓"
"TW_10260","星巴克五權惠中門市","04-23811592","408","408台中市南屯區五權西路二段658號"
"TW_10261","星巴克五權惠中門市","04-2381-1592","408","408台中市南屯區五權西路二段658號"
"TW_10262","星巴克大英門市DaYing","04-2327-3525","408","408台中市南屯區公益路二段131號"
"TW_10263","星巴克向心門市","04-2471-4033","408","408台中市南屯區文心路一段197號"
"TW_10264","星巴克永春東門市","04-23822931","408","408台中市南屯區永春東路1340號"
"TW_10265","星巴克太平門市Taiping","04-2395-3734","411","411台中市太平區中山路4段21號"
"TW_10266","星巴克大里門市","04-2406-2933","412","412台中市大里區國光路二段411-1號 "
"TW_10267","星巴克烏日門市HSRWuRi","04-3601-7906","414","414台中市烏日區站區二路8號"
"TW_10268","星巴克豐原門市FengYuan","04-2527-5388","420","420台中市豐原區太平洋百貨復興路2號"
"TW_10269","星巴克豐原向陽門市","04-2522-7956","420","420台中市豐原區向陽路182號"
"TW_10270","星巴克泰安門市","04-2558-2038","421","421台中市后里區雲頭路3-2號"
"TW_10271","星巴克潭子門市","04-25325156","427","427台中市潭子區勝利路188號"
"TW_10272","星巴克台積電15","04-2569-1948","428","428台中市大雅區科雅六路1號"
"TW_10273","星巴克沙鹿門市","04-26368172","433","433台中市沙鹿區沙田路103號"
"TW_10274","星巴克大甲門市","04-2680-4390","437","437台中市大甲區順天路202號"
"TW_10275","星巴克彰基門市ZhangJi","04-723-9296","500","500彰化縣彰化市旭光路235號"
"TW_10276","星巴克彰化曉陽門市","04-761-7548","500","500彰化縣彰化市曉陽路358號"
"TW_10277","星巴克彰化中山門市","04 711-6131","503","503彰化縣彰化市中山路二段76號 "
"TW_10278","星巴克鹿港門市","04-7766277","505","505彰化縣鹿港鎮中正路512號"
"TW_10279","星巴克員林門市","04-839-4728","510","510彰化縣員林鎮中山路二段458號"
"TW_10280","星巴克虎尾門市","05 -6338035","632","632雲林縣虎尾鎮林森路一段491號"
"TW_10281","星巴克雲林高鐵門市","05-7005317","632","632雲林縣虎尾鎮站前東路301號 (店舖C)"
"TW_10282","星巴克西螺門市","05-5880630","648","648雲林縣西螺鎮振興里1號 (西螺休息站南下)"
"TW_10283","星巴克嘉義高鐵門市HSRChiayi","05-310-9077","612","612嘉義縣太保市高鐵嘉義站高鐵西路168號"
"TW_10284","星巴克嘉義中興","05-231-4313","600","600嘉義市西區中興路398號"
"TW_10285","星巴克垂楊門市ChuiYang","05-283-2501","600","600嘉義市西區垂楊路537號1樓"
"TW_10286","星巴克嘉基門市CYCHospital","05-274-1465","600","600嘉義市東區忠孝路539號"
"TW_10287","星巴克嘉邑ChuiyangQiming","05-275-3081","600","600嘉義市東區垂楊路2號"
"TW_10288","星巴克耐斯門市NicePlaza","05-278-9265","600","600嘉義市東區耐斯廣場忠孝路600號"
"TW_10289","星巴克南投休息站門市","049-224-7487","540","540南投縣南投市振興里南鄉路250巷142弄6號"
"TW_10290","星巴克草屯門市","049-2355105","542","542南投縣草屯鎮中正路857之1號"
"TW_10291","星巴克埔里門市","04-92999909","545","545南投縣埔里鎮中山路三段245號"
"TW_10292","星巴克清境門市","049-280-3798","546","546南投縣仁愛鄉26-1"
"TW_10293","星巴克日月潭門市","049-285-6849","555","555南投縣魚池鄉中山路101號"
"TW_10294","星巴克湖美門市HumeiZhonghua","06-358-1011","700","700台南市中西區中華西路二段865號"
"TW_10295","星巴克府中門市","06-228-5466","700","700台南市中西區民生路二段489號"
"TW_10296","星巴克西門門市","06-223-4739","700","700台南市中西區西門路2段120號"
"TW_10297","星巴克西門二館門市","06-2144092","700","700台南市中西區西門路一段658-1號"
"TW_10298","星巴克台南健康門市","06-2143659","700","700台南市中西區健康路一段36號"
"TW_10299","星巴克三越中山","06-222-1438","700","700台南市中西區新光三越中山路162號"
"TW_10300","星巴克台南門市TaiNan","06-211-3708","700","700台南市中西區新光三越中山路166號"
"TW_10301","星巴克公園門市GongYuan","06-220-4906","700","700台南市中西區遠東百貨公園路60號"
"TW_10302","星巴克永福門市","06-3031145","700","700台南市南區西門路一段658號1樓"
"TW_10303","星巴克南紡夢時代門市","06-2084697","701","701台南市東區中華東路一段366號2樓"
"TW_10304","星巴克府榮門市","06-200-4907","701","701台南市東區長榮路一段181號"
"TW_10305","星巴克長榮門市","06-200-5550","701","701台南市東區長榮路三段139號"
"TW_10306","星巴克南遠門市FE21Tainan","06-275-1157","701","701台南市東區遠百前鋒路210號"
"TW_10307","星巴克台南德安門市","06-290-9982","701","701台南市東區德安百貨中華東路三段360號"
"TW_10308","星巴克成大醫院門市NCKUHospital","06-236-0702","704","704台南市北區成功大學力行校區小東路35號"
"TW_10309","星巴克永華門市","06-2979508","708","708台南市安平區中華西路二段16號 (家樂福1樓)"
"TW_10310","星巴克永華國平門市","06-2950402","708","708台南市安平區永華路二段721號"
"TW_10311","星巴克台南北安門市","06-2472561","709","709南市安南區北安路三段156號"
"TW_10312","星巴克永康中正門市","06-243-2490","710","710台南市永康區中正南路652號"
"TW_10313","星巴克永康門市YongKang","06-311-3148","710","710台南市永康區中華路157號"
"TW_10314","星巴克南台門市","06-242-1496","710","710台南市永康區南台科技大學南台街1號"
"TW_10315","星巴克台南大灣門市","06-2053560","710","710台南市永康區崑大路231、233號"
"TW_10316","星巴克台南歸仁門市","06-2304929","711","711台南市歸仁區中山路二段118號1F"
"TW_10317","星巴克台南高鐵門市","06-6022551","711","711台南市歸仁區歸仁大道100號"
"TW_10318","星巴克仁德南門市","06-266-0263","717","717台南市仁德區中洲村中洲1-15號"
"TW_10319","星巴克仁德北門市","06-278-3426","717","717台南市仁德區中洲村中洲1-16號"
"TW_10320","星巴克新營門市","06-637-0065","730","730台南市新營區中正路6之5號"
"TW_10321","星巴克台南東山門市","06-6234610","733","733台南市東山區枋子林74之6號"
"TW_10322","星巴克台積電14門市","06-5057232","741","741台南市善化區南科北路1-1號"
"TW_10323","星巴克台積電P3","06-5053626","741","741台南市善化區南科北路1-1號 (P3廠2F)"
"TW_10324","星巴克南科門市","06-505-3839","744","744台南市新市區南科三路17號"
"TW_10325","星巴克七賢門市Qixian","07-236-3743","800","800高雄市新興區七賢一路291號"
"TW_10326","星巴克高雄中正門市","07-2250973","800","800高雄市新興區中正二路162號"
"TW_10327","星巴克三多門市","07-338-4586","802","802高雄市苓雅區三多三路234號1.2.3樓"
"TW_10328","星巴克高雄遠百門市","07-536-0501","802","802高雄市苓雅區三多四路21號"
"TW_10329","星巴克四維民權門市","07-335-1725","802","802高雄市苓雅區四維三路17號"
"TW_10330","星巴克青年門市","07-330-4369","802","802高雄市苓雅區成功一路221號"
"TW_10331","星巴克廣林門市","07-227-1360","802","802高雄市苓雅區廣州一街149-1號"
"TW_10332","星巴克明倫門市","07-550-2510","804","804高雄市鼓山區明誠三路588號"
"TW_10333","星巴克美術館門市","07-522-6796","804","804高雄市鼓山區明誠四路118號"
"TW_10334","星巴克西子灣","07-5219753","804","804高雄市鼓山區哨船街14號"
"TW_10335","星巴克夢時代門市","07-823-3009","806","806高雄市前鎮區DAISO大創生活百貨 (夢時代店)成功二路2號"
"TW_10336","星巴克時代二門市","07-823-2611","806","806高雄市前鎮區中華五路789號1F"
"TW_10337","星巴克統一阪急門市","07-823-0397","806","806高雄市前鎮區中華五路789號4樓"
"TW_10338","星巴克十全門市","07-311-6738","807","807高雄市三民區十全一路183號"
"TW_10339","星巴克澄清文衡門市","07-780-6128","807","807高雄市三民區文衡路505號"
"TW_10340","星巴克明誠門市","07-359-3601","807","807高雄市三民區明誠二路72號"
